,index (ignore),SOC code (occupation label),"Income (Yscore weighted with importance, formula in report)",Satisfaction,Learnability,Security,score (mean of the 4),color,Career Cluster,Career Pathway,Occupation
581,701,27-1025.00,2922.706915,504.2421473,-2410.269222,2361.44952,844.53234,0.634417026,"Arts, Audio/Video Technology and Communications",Visual Arts,Interior Designers
582,700,27-1025.00,2922.706915,504.2421473,-2410.269222,2361.44952,844.53234,0.634417026,Architecture and Construction,Design/Pre-Construction,Interior Designers
583,702,27-1025.00,2922.706915,504.2421473,-2410.269222,2361.44952,844.53234,0.634417026,Manufacturing,"Maintenance, Installation and Repair",Interior Designers
584,437,19-3094.00,2976.399919,519.9589103,-2520.90986,2401.375465,844.2061084,0.634020606,"Science, Technology, Engineering and Mathematics",Science and Math,Political Scientists
585,436,19-3094.00,2976.399919,519.9589103,-2520.90986,2401.375465,844.2061084,0.634020606,Human Services,Family and Community Services,Political Scientists
586,435,19-3094.00,2976.399919,519.9589103,-2520.90986,2401.375465,844.2061084,0.634020606,Government and Public Administration,Governance,Political Scientists
587,797,29-1041.00,2961.216911,509.5470569,-2432.643898,2334.25255,843.0931549,0.632668203,Health Science,Therapeutic Services,Optometrists
588,262,15-2041.00,3059.387647,504.7282473,-2510.165385,2314.689271,842.1599451,0.631534214,"Science, Technology, Engineering and Mathematics",Science and Math,Statisticians
589,261,15-2041.00,3059.387647,504.7282473,-2510.165385,2314.689271,842.1599451,0.631534214,Business Management and Administration,Business Financial Management and Accounting,Statisticians
590,192,13-2099.02,2982.992909,501.4091961,-2451.36632,2333.513264,841.6372622,0.630899077,Finance,Financial and Investment Planning,Risk Management Specialists
591,641,25-3011.00,2899.380424,514.4713651,-2481.58635,2433.581801,841.46181,0.630685877,Education and Training,Teaching/Training,Adult Basic and Secondary Education and Literacy Teachers and Instructors
592,293,17-2111.03,2988.652492,511.1918268,-2426.690225,2292.356503,841.3776491,0.630583609,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Product Safety Engineers
593,981,37-1012.00,2887.423647,504.440007,-2314.090793,2287.731044,841.3759763,0.630581576,"Agriculture, Food and Natural Resources",Plant Systems,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
594,77,11-9041.01,2977.422361,507.1565222,-2380.740565,2260.569674,841.1019983,0.630248652,"Science, Technology, Engineering and Mathematics",Science and Math,Biofuels/Biodiesel Technology and Product Development Managers
595,125,13-1022.00,2935.228561,500.4664964,-2415.869632,2344.074515,840.9749853,0.630094313,"Marketing, Sales and Service",Professional Sales and Marketing,"Wholesale and Retail Buyers, Except Farm Products"
596,124,13-1022.00,2935.228561,500.4664964,-2415.869632,2344.074515,840.9749853,0.630094313,"Marketing, Sales and Service",Buying and Merchandising,"Wholesale and Retail Buyers, Except Farm Products"
597,792,29-1024.00,2927.724973,511.3594092,-2375.542266,2299.354829,840.7242362,0.629789615,Health Science,Therapeutic Services,Prosthodontists
598,204,15-1122.00,2961.732018,505.7736782,-2395.596476,2288.986999,840.2240549,0.629181821,Information Technology,Network Systems,Information Security Analysts
599,205,15-1122.00,2961.732018,505.7736782,-2395.596476,2288.986999,840.2240549,0.629181821,Information Technology,Programming and Software Development,Information Security Analysts
600,809,29-1069.02,2933.84949,510.1052273,-2443.464518,2359.414649,839.9762121,0.628880655,Health Science,Therapeutic Services,Dermatologists
601,863,29-2041.00,2904.790088,510.3784805,-2356.299564,2291.811713,837.6701792,0.626078484,Health Science,Diagnostic Services,Emergency Medical Technicians and Paramedics
602,864,29-2041.00,2904.790088,510.3784805,-2356.299564,2291.811713,837.6701792,0.626078484,"Law, Public Safety, Corrections and Security",Emergency and Fire Management Services,Emergency Medical Technicians and Paramedics
603,897,29-9092.00,2939.307668,511.5664212,-2496.263411,2390.367764,836.2446105,0.624346207,Health Science,Therapeutic Services,Genetic Counselors
604,218,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,Information Technology,Programming and Software Development,"Software Developers, Applications"
605,214,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,Health Science,Health Informatics,"Software Developers, Applications"
606,220,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,"Science, Technology, Engineering and Mathematics",Science and Math,"Software Developers, Applications"
607,219,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,Manufacturing,"Maintenance, Installation and Repair","Software Developers, Applications"
608,216,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,Information Technology,Interactive Media,"Software Developers, Applications"
609,215,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,Information Technology,Information Support and Services,"Software Developers, Applications"
610,217,15-1132.00,3003.587185,497.8772375,-2369.584458,2213.054816,836.2336951,0.624332943,Information Technology,Network Systems,"Software Developers, Applications"
611,833,29-1126.00,2904.094185,507.8404485,-2339.939798,2272.83429,836.2072812,0.624300846,Health Science,Therapeutic Services,Respiratory Therapists
612,152,13-1141.00,2952.412443,503.4639957,-2449.671309,2332.567437,834.6931415,0.622460942,Business Management and Administration,Human Resources,"Compensation, Benefits, and Job Analysis Specialists"
613,157,13-1199.01,2951.045307,504.295703,-2384.881175,2267.455253,834.478772,0.622200451,Business Management and Administration,Business Analysis,Energy Auditors
614,201,15-1121.00,2977.393302,498.9593604,-2359.636055,2217.361805,833.5196032,0.621034919,Information Technology,Interactive Media,Computer Systems Analysts
615,200,15-1121.00,2977.393302,498.9593604,-2359.636055,2217.361805,833.5196032,0.621034919,Information Technology,Information Support and Services,Computer Systems Analysts
616,202,15-1121.00,2977.393302,498.9593604,-2359.636055,2217.361805,833.5196032,0.621034919,Information Technology,Programming and Software Development,Computer Systems Analysts
617,381,19-1031.03,2901.864661,507.7890273,-2389.910206,2312.306228,833.0124276,0.620418625,"Science, Technology, Engineering and Mathematics",Science and Math,Park Naturalists
618,380,19-1031.03,2901.864661,507.7890273,-2389.910206,2312.306228,833.0124276,0.620418625,"Agriculture, Food and Natural Resources",Natural Resources Systems,Park Naturalists
619,147,13-1081.02,2947.057461,496.0095856,-2376.98244,2264.258432,832.5857597,0.619900161,"Transportation, Distribution and Logistics",Logistics Planning and Management Services,Logistics Analysts
620,136,13-1041.06,2896.412213,505.1076683,-2390.854393,2319.450062,832.5288876,0.619831053,Government and Public Administration,Regulation,Coroners
621,234,15-1143.00,2971.59686,502.7125157,-2323.739335,2177.339769,831.9774523,0.619160977,Information Technology,Information Support and Services,Computer Network Architects
622,235,15-1143.00,2971.59686,502.7125157,-2323.739335,2177.339769,831.9774523,0.619160977,Information Technology,Network Systems,Computer Network Architects
623,236,15-1143.00,2971.59686,502.7125157,-2323.739335,2177.339769,831.9774523,0.619160977,Information Technology,Programming and Software Development,Computer Network Architects
624,826,29-1122.01,2863.016208,506.0118312,-2414.970048,2373.773433,831.957856,0.619137165,Health Science,Therapeutic Services,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
625,655,25-4021.00,2880.91979,504.7447969,-2421.675123,2361.604211,831.3984186,0.618457365,Education and Training,Teaching/Training,Librarians
626,654,25-4021.00,2880.91979,504.7447969,-2421.675123,2361.604211,831.3984186,0.618457365,Education and Training,Professional Support Services,Librarians
627,314,17-2199.10,2950.58756,495.6582885,-2373.602219,2245.68677,829.5825997,0.616250877,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Wind Energy Engineers
628,231,15-1142.00,2970.348319,500.736434,-2288.773486,2135.6086,829.4799667,0.616126162,Information Technology,Information Support and Services,Network and Computer Systems Administrators
629,232,15-1142.00,2970.348319,500.736434,-2288.773486,2135.6086,829.4799667,0.616126162,Information Technology,Network Systems,Network and Computer Systems Administrators
630,233,15-1142.00,2970.348319,500.736434,-2288.773486,2135.6086,829.4799667,0.616126162,Information Technology,Programming and Software Development,Network and Computer Systems Administrators
631,1186,45-1011.05,2856.607622,498.899005,-2226.234243,2187.246867,829.1298128,0.615700673,"Agriculture, Food and Natural Resources",Food Products and Processing Systems,First-Line Supervisors of Logging Workers
632,1187,45-1011.05,2856.607622,498.899005,-2226.234243,2187.246867,829.1298128,0.615700673,"Agriculture, Food and Natural Resources",Plant Systems,First-Line Supervisors of Logging Workers
633,230,15-1141.00,2955.316373,496.7470205,-2350.228574,2213.635549,828.8675921,0.615382036,Information Technology,Programming and Software Development,Database Administrators
634,229,15-1141.00,2955.316373,496.7470205,-2350.228574,2213.635549,828.8675921,0.615382036,Information Technology,Network Systems,Database Administrators
635,228,15-1141.00,2955.316373,496.7470205,-2350.228574,2213.635549,828.8675921,0.615382036,Information Technology,Information Support and Services,Database Administrators
636,227,15-1141.00,2955.316373,496.7470205,-2350.228574,2213.635549,828.8675921,0.615382036,Business Management and Administration,Business Analysis,Database Administrators
637,272,17-1022.00,2920.427694,501.4803335,-2323.724663,2211.720519,827.4759707,0.61369101,Architecture and Construction,Design/Pre-Construction,Surveyors
638,631,25-2012.00,2815.832784,501.668074,-2380.849454,2369.432969,826.5210932,0.612530693,Education and Training,Teaching/Training,"Kindergarten Teachers, Except Special Education"
639,168,13-2031.00,2924.083405,494.3941451,-2411.226963,2298.232233,826.3707052,0.612347949,Business Management and Administration,Business Analysis,Budget Analysts
640,170,13-2031.00,2924.083405,494.3941451,-2411.226963,2298.232233,826.3707052,0.612347949,Finance,Financial and Investment Planning,Budget Analysts
641,169,13-2031.00,2924.083405,494.3941451,-2411.226963,2298.232233,826.3707052,0.612347949,Business Management and Administration,Business Financial Management and Accounting,Budget Analysts
642,60,11-9013.02,2882.72134,495.4441104,-2262.33408,2184.956813,825.1970459,0.610921779,"Agriculture, Food and Natural Resources",Plant Systems,Farm and Ranch Managers
643,59,11-9013.02,2882.72134,495.4441104,-2262.33408,2184.956813,825.1970459,0.610921779,"Agriculture, Food and Natural Resources",Food Products and Processing Systems,Farm and Ranch Managers
644,58,11-9013.02,2882.72134,495.4441104,-2262.33408,2184.956813,825.1970459,0.610921779,"Agriculture, Food and Natural Resources",Animal Systems,Farm and Ranch Managers
645,254,15-1199.12,2891.417457,495.7682886,-2381.649438,2293.580736,824.779261,0.610414108,Information Technology,Information Support and Services,Document Management Specialists
646,1028,39-9032.00,2806.425382,495.9658265,-2327.786477,2324.31305,824.7294453,0.610353575,Education and Training,Teaching/Training,Recreation Workers
647,1029,39-9032.00,2806.425382,495.9658265,-2327.786477,2324.31305,824.7294453,0.610353575,Hospitality and Tourism,"Recreation, Amusements and Attractions",Recreation Workers
648,1030,39-9032.00,2806.425382,495.9658265,-2327.786477,2324.31305,824.7294453,0.610353575,Human Services,Counseling and Mental Health Services,Recreation Workers
649,1027,39-9032.00,2806.425382,495.9658265,-2327.786477,2324.31305,824.7294453,0.610353575,"Agriculture, Food and Natural Resources",Natural Resources Systems,Recreation Workers
650,156,13-1161.00,2917.467026,494.1542851,-2402.146198,2283.465413,823.2351316,0.608537762,"Science, Technology, Engineering and Mathematics",Science and Math,Market Research Analysts and Marketing Specialists
651,155,13-1161.00,2917.467026,494.1542851,-2402.146198,2283.465413,823.2351316,0.608537762,"Marketing, Sales and Service",Marketing Information Management and Research,Market Research Analysts and Marketing Specialists
652,154,13-1161.00,2917.467026,494.1542851,-2402.146198,2283.465413,823.2351316,0.608537762,Business Management and Administration,Management,Market Research Analysts and Marketing Specialists
653,688,27-1021.00,2904.127514,494.0536173,-2348.972505,2243.305659,823.1285713,0.608408276,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Commercial and Industrial Designers
654,689,27-1021.00,2904.127514,494.0536173,-2348.972505,2243.305659,823.1285713,0.608408276,"Arts, Audio/Video Technology and Communications",Visual Arts,Commercial and Industrial Designers
655,644,25-3099.02,2833.626902,504.3431843,-2438.390858,2384.443515,821.0056858,0.605828656,Education and Training,Teaching/Training,Tutors
656,869,29-2053.00,2811.66347,496.1593012,-2352.499096,2328.548711,820.9680966,0.605782979,Health Science,Health Informatics,Psychiatric Technicians
657,870,29-2053.00,2811.66347,496.1593012,-2352.499096,2328.548711,820.9680966,0.605782979,Health Science,Therapeutic Services,Psychiatric Technicians
658,237,15-1143.01,2895.54496,496.8893812,-2298.340619,2189.463369,820.8892728,0.605687197,Information Technology,Network Systems,Telecommunications Engineering Specialists
659,402,19-2043.00,2930.399449,498.2111132,-2353.376778,2208.144606,820.8445975,0.605632909,"Science, Technology, Engineering and Mathematics",Science and Math,Hydrologists
660,246,15-1199.03,2918.557293,495.8134217,-2350.754776,2219.607997,820.805984,0.605585988,Information Technology,Information Support and Services,Web Administrators
